resent_deserve,resent_slavery,resent_try,resent_workway,ofcrec_vp_correct,ofcrec_speaker_correct,ofcrec_cj_correct,knowl_senmaj,knowl_housemaj,gender_respondent_x,sample_region,relig_church,pid_self,paprofile_libcon_self,dem_edugroup_x,dem_raceeth_x,dem_age_r_x,inc_incgroup_pre,ftcasi_black,egal_equal,egal_toofar,egal_bigprob,egal_worryless,egal_notbigprob,egal_fewerprobs,govrole_big,govrole_market,paprofile_freqpolit_socmedia,knowl_senmaj_f,knowl_housemaj_f,pid_dum_dem,female,south,soph,egal_scale,econ_indiv,resent_deserve_f,resent_slavery_f,resent_try_f,resent_workway_f,year,resent_deserve_m,resent_try_m,resent_workway_m,resent_slavery_m
4,2,4,3,1,1,0,1,1,1,3,1,3,6,3,1,31,21,100,4,2,2,2,2,3,1,1,2,Correct,Correct,0,0,1,0.8,0.5,1,Disagree,Agree,Agree,Neither,2012,4,4,3,2
5,5,5,5,1,1,1,1,1,1,3,2,2,5,4,1,47,24,70,3,2,4,3,3,4,1,1,4,Correct,Correct,0,0,1,1,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,2,3,4,1,0,0,1,0,2,4,1,2,4,4,1,43,25,50,4,4,4,4,4,5,0,0,5,Correct,Incorrect,0,1,0,0.4,0.8333333333333334,0,Neither,Agree,Neither,Agree,2012,3,3,4,2
5,3,3,3,1,0,0,1,0,2,2,2,1,6,1,1,70,11,50,3,3,5,1,2,5,1,1,4,Correct,Incorrect,1,1,0,0.4,0.6333333333333333,1,Disagree Strongly,Neither,Neither,Neither,2012,5,3,3,3
2,1,2,2,1,0,1,0,0,1,3,2,1,4,2,1,42,13,60,5,5,5,3,4,4,1,0,4,Incorrect,Incorrect,1,0,1,0.4,0.8666666666666667,0.5,Agree,Agree Strongly,Disagree,Disagree,2012,2,2,2,1
5,3,3,5,1,0,0,0,1,1,3,1,1,3,1,1,53,5,50,5,3,4,3,5,5,1,0,3,Incorrect,Correct,1,0,1,0.4,0.8333333333333334,0.5,Disagree Strongly,Neither,Neither,Agree Strongly,2012,5,3,5,3
4,3,4,3,1,0,0,1,0,2,3,1,1,4,2,1,51,17,70,5,3,3,3,4,4,1,0,3,Correct,Incorrect,1,1,1,0.4,0.7333333333333333,0.5,Disagree,Neither,Agree,Neither,2012,4,4,3,3
5,3,5,5,1,0,0,0,1,1,3,2,2,5,4,1,31,19,60,3,2,1,3,3,3,1,1,3,Incorrect,Correct,0,0,1,0.4,0.5,1,Disagree Strongly,Neither,Agree Strongly,Agree Strongly,2012,5,5,5,3
4,4,3,4,1,0,0,1,0,1,1,2,1,6,2,1,45,11,50,4,1,1,2,3,2,0,0,1,Correct,Incorrect,1,0,0,0.4,0.43333333333333335,0,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
4,4,2,3,1,1,0,1,1,2,1,1,2,6,4,1,33,22,85,4,2,2,2,3,3,1,1,4,Correct,Correct,0,1,0,0.8,0.5333333333333333,1,Disagree,Disagree,Disagree,Neither,2012,4,2,3,4
3,2,2,2,1,1,1,1,1,1,4,2,3,3,5,1,75,9,70,5,5,5,5,5,5,0,0,5,Correct,Correct,0,0,0,1,1,0,Neither,Agree,Disagree,Disagree,2012,3,2,2,2
4,4,1,4,1,1,1,1,0,2,3,2,3,4,2,1,26,8,70,5,3,4,4,5,5,0,0,2,Correct,Incorrect,0,1,1,0.8,0.8666666666666667,0,Disagree,Disagree,Disagree Strongly,Agree,2012,4,1,4,4
3,2,2,1,1,1,1,1,1,1,3,1,1,4,4,1,63,24,85,4,4,3,4,4,4,0,0,4,Correct,Correct,1,0,1,1,0.7666666666666667,0,Neither,Agree,Disagree,Disagree Strongly,2012,3,2,1,2
3,5,5,5,1,1,1,1,1,1,2,1,2,6,3,1,24,2,70,2,1,1,2,2,3,1,1,2,Correct,Correct,0,0,0,1,0.36666666666666664,1,Neither,Disagree Strongly,Agree Strongly,Agree Strongly,2012,3,5,5,5
3,2,2,3,1,0,0,1,0,2,3,2,1,4,2,1,25,8,85,5,5,4,5,5,4,0,0,2,Correct,Incorrect,1,1,1,0.4,0.9333333333333333,0,Neither,Agree,Disagree,Neither,2012,3,2,3,2
5,4,5,5,1,1,1,1,1,2,3,1,3,4,4,1,50,9,60,5,3,3,4,5,5,0,0,4,Correct,Correct,0,1,1,1,0.8333333333333334,0,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,2012,5,5,5,4
4,3,4,3,1,0,0,1,0,1,2,2,2,3,4,1,26,10,50,4,3,2,3,3,3,1,1,2,Correct,Incorrect,0,0,0,0.4,0.6,1,Disagree,Neither,Agree,Neither,2012,4,4,3,3
1,2,2,3,1,0,0,1,1,2,2,1,1,3,1,1,21,5,80,5,5,4,5,5,5,0,0,3,Correct,Correct,1,1,0,0.6,0.9666666666666667,0,Agree Strongly,Agree,Disagree,Neither,2012,1,2,3,2
4,5,4,4,1,1,0,1,1,1,2,1,3,4,1,1,82,17,50,3,2,3,4,3,4,0,0,5,Correct,Correct,0,0,0,0.8,0.6333333333333333,0,Disagree,Disagree Strongly,Agree,Agree,2012,4,4,4,5
3,5,4,3,0,0,0,0,1,2,4,2,1,6,2,1,69,1,50,5,3,5,2,5,5,0,1,5,Incorrect,Correct,1,1,0,0.2,0.8333333333333334,0.5,Neither,Disagree Strongly,Agree,Neither,2012,3,4,3,5
5,5,5,5,1,1,1,1,1,1,2,2,3,5,4,1,65,23,40,3,2,2,2,2,3,1,1,4,Correct,Correct,0,0,0,1,0.4666666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,2,2,2,1,0,0,0,0,2,3,1,3,4,5,1,59,19,70,3,4,4,4,2,2,0,0,5,Incorrect,Incorrect,0,1,1,0.2,0.6333333333333333,0,Neither,Agree,Disagree,Disagree,2012,3,2,2,2
5,3,3,2,1,1,1,1,1,2,1,1,1,2,4,1,42,24,70,5,5,4,4,5,5,0,0,2,Correct,Correct,1,1,0,1,0.9333333333333333,0,Disagree Strongly,Neither,Neither,Disagree,2012,5,3,2,3
5,4,1,4,1,1,0,0,1,2,1,1,2,4,3,1,55,12,100,5,3,2,4,4,3,1,1,3,Incorrect,Correct,0,1,0,0.6,0.7,1,Disagree Strongly,Disagree,Disagree Strongly,Agree,2012,5,1,4,4
4,2,2,2,1,1,1,1,1,1,3,1,1,3,5,1,62,26,70,5,5,4,4,2,4,0,0,2,Correct,Correct,1,0,1,1,0.8,0,Disagree,Agree,Disagree,Disagree,2012,4,2,2,2
5,5,3,5,1,1,1,1,1,1,1,2,2,4,5,1,41,15,50,5,2,2,2,4,2,1,1,3,Correct,Correct,0,0,0,1,0.5666666666666667,1,Disagree Strongly,Disagree Strongly,Neither,Agree Strongly,2012,5,3,5,5
5,2,2,4,1,1,1,1,1,1,2,2,3,4,5,1,57,11,15,5,3,4,4,4,2,0,0,5,Correct,Correct,0,0,0,1,0.7333333333333333,0,Disagree Strongly,Agree,Disagree,Agree,2012,5,2,4,2
3,3,3,3,1,0,0,1,0,1,2,1,1,4,2,1,34,1,70,3,3,3,3,3,3,1,0,5,Correct,Incorrect,1,0,0,0.4,0.6,0.5,Neither,Neither,Neither,Neither,2012,3,3,3,3
4,4,3,4,1,0,0,0,0,1,4,1,2,4,5,1,31,18,50,3,3,3,2,2,4,1,1,1,Incorrect,Incorrect,0,0,0,0.2,0.5666666666666667,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
5,5,5,5,1,0,0,0,1,1,4,2,1,4,3,1,48,15,50,5,5,4,1,2,2,0,0,4,Incorrect,Correct,1,0,0,0.4,0.6333333333333333,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,4,3,1,1,1,1,1,1,2,1,2,6,5,1,56,28,50,5,3,1,3,3,4,1,1,3,Correct,Correct,0,0,0,1,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree,Neither,2012,5,4,3,5
4,4,4,5,1,0,0,1,1,1,4,2,3,5,3,1,32,23,70,4,2,2,3,2,2,1,1,5,Correct,Correct,0,0,0,0.6,0.5,1,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
3,3,3,3,1,0,0,0,0,1,2,1,3,4,2,1,44,21,70,4,3,3,3,3,4,1,0,2,Incorrect,Incorrect,0,0,0,0.2,0.6666666666666666,0.5,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,5,5,5,1,1,0,0,0,1,3,1,2,3,2,1,42,7,30,4,3,3,2,3,4,1,1,2,Incorrect,Incorrect,0,0,1,0.4,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,5,5,1,1,1,1,1,2,1,2,1,3,3,1,41,21,40,5,2,4,4,5,1,1,1,2,Correct,Correct,1,1,0,1,0.7,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,5,3,0,0,0,0,0,2,3,1,1,6,2,1,48,1,50,5,3,4,2,4,4,0,0,5,Incorrect,Incorrect,1,1,1,0,0.7333333333333333,0,Disagree Strongly,Disagree,Agree Strongly,Neither,2012,5,5,3,4
5,5,5,5,1,0,0,0,1,1,4,1,2,3,3,1,20,16,100,5,3,3,4,4,4,1,0,4,Incorrect,Correct,0,0,0,0.4,0.7666666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,4,3,0,0,0,1,0,2,2,1,3,4,3,1,49,18,60,4,3,3,3,3,3,0,0,3,Correct,Incorrect,0,1,0,0.2,0.6333333333333333,0,Disagree,Disagree,Agree,Neither,2012,4,4,3,4
5,5,5,5,1,0,0,1,0,1,2,1,3,4,4,1,31,20,50,3,4,1,3,3,3,1,1,4,Correct,Incorrect,0,0,0,0.4,0.5666666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,3,3,1,0,0,1,0,2,4,2,2,4,2,1,39,16,50,5,1,5,2,2,4,1,1,4,Correct,Incorrect,0,1,0,0.4,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Neither,Neither,2012,5,3,3,5
5,5,5,5,1,0,0,1,1,2,4,2,1,2,3,1,72,13,50,5,4,2,3,3,2,1,1,3,Correct,Correct,1,1,0,0.6,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,3,3,4,1,1,1,1,1,1,3,1,3,5,2,1,63,20,50,4,2,2,3,3,1,1,0,4,Correct,Correct,0,0,1,1,0.5,0.5,Neither,Neither,Neither,Agree,2012,3,3,4,3
5,5,5,5,1,0,0,0,1,2,1,2,3,5,2,1,53,6,60,5,1,4,4,4,2,0,0,3,Incorrect,Correct,0,1,0,0.4,0.6666666666666666,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,3,3,1,0,0,1,0,2,3,1,2,6,2,1,23,16,70,3,2,2,3,2,2,1,1,3,Correct,Incorrect,0,1,1,0.4,0.4666666666666667,1,Disagree,Disagree,Neither,Neither,2012,4,3,3,4
3,4,3,4,1,1,1,1,1,2,4,1,2,6,4,1,55,24,75,4,3,2,2,4,3,1,1,3,Correct,Correct,0,1,0,1,0.6,1,Neither,Disagree,Neither,Agree,2012,3,3,4,4
2,2,2,4,1,1,0,0,0,2,4,2,1,2,5,1,59,24,70,5,4,4,4,4,4,0,0,5,Incorrect,Incorrect,1,1,0,0.4,0.8333333333333334,0,Agree,Agree,Disagree,Agree,2012,2,2,4,2
2,4,4,4,1,0,1,0,0,1,2,2,1,5,2,1,59,15,85,5,3,3,4,2,4,0,0,3,Incorrect,Incorrect,1,0,0,0.4,0.7,0,Agree,Disagree,Agree,Agree,2012,2,4,4,4
3,2,3,3,1,1,0,1,1,2,4,2,1,2,2,1,45,18,85,4,3,3,4,4,4,0,0,2,Correct,Correct,1,1,0,0.8,0.7333333333333333,0,Neither,Agree,Neither,Neither,2012,3,3,3,2
4,1,2,2,1,0,0,1,0,2,4,1,2,6,5,1,55,27,50,4,4,2,4,4,4,1,1,5,Correct,Incorrect,0,1,0,0.4,0.7333333333333333,1,Disagree,Agree Strongly,Disagree,Disagree,2012,4,2,2,1
5,3,5,5,0,0,0,1,0,1,3,1,3,6,2,1,53,2,50,5,3,1,5,3,5,0,0,4,Correct,Incorrect,0,0,1,0.2,0.7333333333333333,0,Disagree Strongly,Neither,Agree Strongly,Agree Strongly,2012,5,5,5,3
5,5,5,5,0,0,0,1,1,1,3,1,2,4,2,1,36,3,40,5,4,4,2,3,4,1,0,5,Correct,Correct,0,0,1,0.4,0.7333333333333333,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,2,4,4,1,0,0,1,0,1,1,2,2,4,3,1,58,13,40,2,2,2,2,3,2,1,0,4,Correct,Incorrect,0,0,0,0.4,0.43333333333333335,0.5,Disagree Strongly,Agree,Agree,Agree,2012,5,4,4,2
5,4,3,4,1,1,1,1,1,1,3,1,2,6,3,1,66,20,70,2,2,2,1,2,2,1,1,4,Correct,Correct,0,0,1,1,0.36666666666666664,1,Disagree Strongly,Disagree,Neither,Agree,2012,5,3,4,4
4,4,4,4,1,0,0,0,1,2,3,2,3,6,1,1,48,2,70,5,3,5,4,4,4,0,0,2,Incorrect,Correct,0,1,1,0.4,0.8333333333333334,0,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,4,4,3,1,1,1,1,1,2,3,1,2,4,2,1,75,2,70,5,3,2,2,4,4,1,0,2,Correct,Correct,0,1,1,1,0.6666666666666666,0.5,Disagree,Disagree,Agree,Neither,2012,4,4,3,4
4,4,2,4,1,1,1,1,1,1,1,1,3,4,5,1,27,26,50,4,2,2,3,4,3,1,0,2,Correct,Correct,0,0,0,1,0.6,0.5,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
5,5,5,5,1,1,0,1,1,1,1,2,3,4,4,1,30,17,30,3,2,2,2,2,1,1,1,5,Correct,Correct,0,0,0,0.8,0.4,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
1,1,1,1,1,0,1,1,1,2,4,1,2,5,5,1,37,25,60,5,5,5,5,5,5,1,0,1,Correct,Correct,0,1,0,0.8,1,0.5,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,1,1,1,1
4,2,2,2,1,0,0,1,1,2,3,2,1,4,2,1,66,5,70,5,4,4,4,5,4,1,0,5,Correct,Correct,1,1,1,0.6,0.8666666666666667,0.5,Disagree,Agree,Disagree,Disagree,2012,4,2,2,2
5,5,5,5,1,0,1,0,1,2,3,2,2,5,2,1,38,18,50,4,4,2,3,4,2,1,0,4,Incorrect,Correct,0,1,1,0.6,0.6333333333333333,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,2,4,4,1,0,0,1,0,1,4,1,2,4,3,1,48,27,70,4,3,2,3,2,4,1,1,4,Correct,Incorrect,0,0,0,0.4,0.6,1,Neither,Agree,Agree,Agree,2012,3,4,4,2
5,5,4,5,0,0,0,1,0,2,2,1,2,7,1,1,53,12,65,5,1,2,3,4,4,0,0,4,Correct,Incorrect,0,1,0,0.2,0.6333333333333333,0,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
4,3,4,4,1,1,1,1,1,1,3,2,2,5,4,1,50,27,75,3,3,3,3,3,3,1,1,5,Correct,Correct,0,0,1,1,0.6,1,Disagree,Neither,Agree,Agree,2012,4,4,4,3
5,5,5,5,1,1,1,1,1,2,3,2,2,6,2,1,60,19,50,1,1,3,1,1,2,1,1,5,Correct,Correct,0,1,1,1,0.3,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,4,4,1,1,1,1,1,1,4,2,3,5,4,1,38,19,60,1,2,2,2,3,2,1,1,2,Correct,Correct,0,0,0,1,0.4,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,4,3,4,1,1,1,0,1,2,2,2,1,2,3,1,53,23,80,5,5,4,4,5,5,0,0,2,Incorrect,Correct,1,1,0,0.8,0.9333333333333333,0,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
3,2,2,3,1,1,1,1,1,1,2,1,3,4,2,1,75,11,50,4,3,4,3,2,4,0,0,5,Correct,Correct,0,0,0,1,0.6666666666666666,0,Neither,Agree,Disagree,Neither,2012,3,2,3,2
4,2,4,5,1,0,0,0,0,2,4,1,2,6,3,1,62,11,70,2,2,2,4,4,4,1,1,2,Incorrect,Incorrect,0,1,0,0.2,0.6,1,Disagree,Agree,Agree,Agree Strongly,2012,4,4,5,2
4,3,4,3,1,1,0,0,1,1,3,2,1,6,3,1,47,17,70,4,2,2,2,3,2,1,1,5,Incorrect,Correct,1,0,1,0.6,0.5,1,Disagree,Neither,Agree,Neither,2012,4,4,3,3
3,4,4,4,1,0,1,0,0,2,1,1,2,6,4,1,39,1,50,3,2,2,2,2,2,1,0,1,Incorrect,Incorrect,0,1,0,0.4,0.43333333333333335,0.5,Neither,Disagree,Agree,Agree,2012,3,4,4,4
2,4,4,2,1,0,1,1,1,1,4,2,3,2,2,1,56,12,35,4,4,4,4,2,4,1,1,3,Correct,Correct,0,0,0,0.8,0.7333333333333333,1,Agree,Disagree,Agree,Disagree,2012,2,4,2,4
5,5,5,5,1,1,0,1,1,1,4,2,3,4,4,1,27,21,90,5,4,1,4,5,1,1,1,5,Correct,Correct,0,0,0,0.8,0.6666666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,2,3,3,1,1,1,1,1,1,3,2,3,5,4,1,40,18,50,4,4,3,2,3,2,1,0,3,Correct,Correct,0,0,1,1,0.6,0.5,Disagree,Agree,Neither,Neither,2012,4,3,3,2
3,3,3,4,1,1,1,1,1,1,2,2,3,4,4,1,57,26,85,5,3,4,3,3,2,1,1,5,Correct,Correct,0,0,0,1,0.6666666666666666,1,Neither,Neither,Neither,Agree,2012,3,3,4,3
3,2,1,2,1,1,1,0,1,2,3,2,1,3,4,1,41,14,60,4,4,4,4,5,4,1,0,2,Incorrect,Correct,1,1,1,0.8,0.8333333333333334,0.5,Neither,Agree,Disagree Strongly,Disagree,2012,3,1,2,2
5,5,2,4,1,0,1,1,0,2,1,1,1,2,4,1,42,25,90,4,2,4,2,4,4,1,0,5,Correct,Incorrect,1,1,0,0.6,0.6666666666666666,0.5,Disagree Strongly,Disagree Strongly,Disagree,Agree,2012,5,2,4,5
5,5,4,5,1,0,1,0,1,2,3,1,2,6,5,1,56,15,70,2,1,1,2,1,4,1,1,2,Incorrect,Correct,0,1,1,0.6,0.36666666666666664,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
3,4,4,4,1,0,0,0,0,1,2,2,1,4,3,1,54,1,50,5,2,5,3,5,5,1,0,5,Incorrect,Incorrect,1,0,0,0.2,0.8333333333333334,0.5,Neither,Disagree,Agree,Agree,2012,3,4,4,4
3,5,4,4,1,1,0,1,0,1,4,1,2,5,3,1,23,3,100,3,3,2,2,2,3,1,1,1,Correct,Incorrect,0,0,0,0.6,0.5,1,Neither,Disagree Strongly,Agree,Agree,2012,3,4,4,5
5,4,4,4,1,1,1,1,0,2,3,1,2,3,4,1,43,14,85,5,5,5,5,5,5,0,0,3,Correct,Incorrect,0,1,1,0.8,1,0,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
3,3,4,4,1,1,1,1,1,2,2,1,2,5,3,1,61,27,55,4,2,3,3,4,4,0,0,3,Correct,Correct,0,1,0,1,0.6666666666666666,0,Neither,Neither,Agree,Agree,2012,3,4,4,3
5,5,5,3,0,0,0,1,0,2,4,2,3,6,1,1,57,1,50,4,1,4,1,3,4,0,1,3,Correct,Incorrect,0,1,0,0.2,0.5666666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Neither,2012,5,5,3,5
5,2,4,5,1,1,1,1,1,1,1,1,2,5,3,1,56,14,70,4,1,3,2,4,1,1,1,5,Correct,Correct,0,0,0,1,0.5,1,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
2,5,4,4,1,0,1,0,0,2,3,1,3,4,3,1,63,8,50,4,1,1,2,2,1,1,0,5,Incorrect,Incorrect,0,1,1,0.4,0.36666666666666664,0.5,Agree,Disagree Strongly,Agree,Agree,2012,2,4,4,5
5,5,5,5,0,0,0,0,1,1,3,1,3,4,2,1,43,4,60,5,2,4,4,4,3,1,1,3,Incorrect,Correct,0,0,1,0.2,0.7333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,1,4,1,1,0,0,1,2,3,1,3,3,5,1,45,23,50,4,2,2,3,2,3,1,0,3,Incorrect,Correct,0,1,1,0.6,0.5333333333333333,0.5,Disagree Strongly,Disagree,Disagree Strongly,Agree,2012,5,1,4,4
2,2,3,4,1,0,0,0,1,2,3,2,1,4,2,1,56,2,60,3,3,5,2,2,3,0,1,5,Incorrect,Correct,1,1,1,0.4,0.6,0.5,Agree,Agree,Neither,Agree,2012,2,3,4,2
1,1,1,1,1,1,1,1,1,2,4,2,1,3,4,1,67,15,85,4,4,4,4,5,4,0,0,2,Correct,Correct,1,1,0,1,0.8333333333333334,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,1,1,1,1
4,4,3,4,1,1,1,1,1,2,4,1,3,4,5,1,29,26,50,2,4,2,2,4,2,1,0,2,Correct,Correct,0,1,0,1,0.5333333333333333,0.5,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
4,4,4,4,1,0,0,1,0,1,1,1,2,5,4,1,28,25,70,5,3,1,2,5,2,1,1,2,Correct,Incorrect,0,0,0,0.4,0.6,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
3,4,4,4,1,0,0,1,1,1,3,1,3,5,2,1,59,23,50,3,2,2,3,3,3,1,0,4,Correct,Correct,0,0,1,0.6,0.5333333333333333,0.5,Neither,Disagree,Agree,Agree,2012,3,4,4,4
3,3,2,3,0,0,0,1,0,2,3,1,2,6,2,1,58,17,50,5,2,4,3,4,4,0,0,2,Correct,Incorrect,0,1,1,0.2,0.7333333333333333,0,Neither,Neither,Disagree,Neither,2012,3,2,3,3
3,3,3,3,1,0,0,0,1,1,4,1,2,5,4,1,30,12,50,4,3,3,3,3,3,1,0,3,Incorrect,Correct,0,0,0,0.4,0.6333333333333333,0.5,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,5,5,5,1,0,0,0,1,2,2,1,3,6,4,1,28,20,80,5,3,2,3,3,3,1,0,4,Incorrect,Correct,0,1,0,0.4,0.6333333333333333,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,3,4,2,1,0,0,0,0,2,2,1,1,2,3,1,23,17,90,4,3,4,2,4,4,0,1,1,Incorrect,Incorrect,1,1,0,0.2,0.7,0.5,Neither,Neither,Agree,Disagree,2012,3,4,2,3
4,2,3,4,1,0,0,1,1,2,2,1,3,5,2,1,52,6,80,4,2,2,4,4,1,1,0,4,Correct,Correct,0,1,0,0.6,0.5666666666666667,0.5,Disagree,Agree,Neither,Agree,2012,4,3,4,2
5,5,5,5,1,1,0,1,1,2,2,2,3,6,4,1,69,11,30,5,2,5,5,5,5,1,1,3,Correct,Correct,0,1,0,0.8,0.9,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,4,5,1,1,1,1,1,2,2,1,3,5,2,1,54,21,70,2,1,1,1,2,2,1,1,5,Correct,Correct,0,1,0,1,0.3,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
3,2,2,3,1,0,0,0,1,2,2,1,1,6,2,1,65,11,85,5,4,4,4,4,4,0,0,5,Incorrect,Correct,1,1,0,0.4,0.8333333333333334,0,Neither,Agree,Disagree,Neither,2012,3,2,3,2
5,4,4,5,1,1,1,1,1,1,2,2,2,7,2,1,61,21,40,3,2,2,1,2,3,1,0,5,Correct,Correct,0,0,0,1,0.43333333333333335,0.5,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
4,4,3,4,1,1,1,1,1,1,2,2,2,5,4,1,37,21,70,4,4,4,4,4,4,1,1,2,Correct,Correct,0,0,0,1,0.8,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
5,5,4,4,1,1,1,1,1,1,4,1,3,5,4,1,66,28,85,5,2,4,3,3,3,1,1,1,Correct,Correct,0,0,0,1,0.6666666666666666,1,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
5,4,4,5,1,0,0,0,1,2,3,2,1,4,3,1,51,5,50,5,5,2,4,4,3,0,0,5,Incorrect,Correct,1,1,1,0.4,0.7666666666666667,0,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
5,5,5,5,1,1,1,1,1,2,3,1,2,6,4,1,56,23,70,5,1,3,2,2,3,1,1,2,Correct,Correct,0,1,1,1,0.5333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,3,3,0,0,0,1,0,1,3,1,2,5,2,1,25,2,75,3,3,2,4,4,2,1,0,3,Correct,Incorrect,0,0,1,0.2,0.6,0.5,Disagree,Disagree,Neither,Neither,2012,4,3,3,4
3,2,1,2,1,1,1,1,1,2,4,2,1,4,4,1,29,20,80,5,5,3,4,3,3,0,0,3,Correct,Correct,1,1,0,1,0.7666666666666667,0,Neither,Agree,Disagree Strongly,Disagree,2012,3,1,2,2
5,2,4,5,1,0,0,0,1,2,2,2,3,4,2,1,62,9,50,1,1,3,3,3,3,1,1,5,Incorrect,Correct,0,1,0,0.4,0.4666666666666667,1,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
2,2,3,5,0,0,0,0,0,1,3,1,1,4,3,1,25,1,50,5,1,5,1,2,3,1,0,2,Incorrect,Incorrect,1,0,1,0,0.5666666666666667,0.5,Agree,Agree,Neither,Agree Strongly,2012,2,3,5,2
5,4,4,5,1,1,1,1,1,1,1,1,2,6,2,1,78,12,85,3,1,2,3,2,2,1,1,4,Correct,Correct,0,0,0,1,0.43333333333333335,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
3,3,2,2,1,0,0,0,1,1,1,1,1,4,2,1,48,20,98,5,5,4,4,4,4,0,1,5,Incorrect,Correct,1,0,0,0.4,0.8666666666666667,0.5,Neither,Neither,Disagree,Disagree,2012,3,2,2,3
4,1,2,5,1,1,1,1,1,1,4,1,3,7,3,1,25,13,70,5,2,2,5,1,2,1,1,4,Correct,Correct,0,0,0,1,0.5666666666666667,1,Disagree,Agree Strongly,Disagree,Agree Strongly,2012,4,2,5,1
5,4,2,5,1,1,0,1,1,2,2,1,2,6,4,1,46,28,100,5,5,4,3,4,4,0,1,5,Correct,Correct,0,1,0,0.8,0.8333333333333334,0.5,Disagree Strongly,Disagree,Disagree,Agree Strongly,2012,5,2,5,4
5,5,5,5,1,0,1,1,1,1,2,2,3,2,3,1,47,7,60,5,2,5,5,5,5,1,1,2,Correct,Correct,0,0,0,0.8,0.9,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,3,4,1,1,1,1,1,1,3,1,2,6,4,1,70,15,70,2,2,2,2,2,2,1,1,4,Correct,Correct,0,0,1,1,0.4,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
